id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
11,CN,"When he heard that he was going to have a grandchild, he was so happy that he forgot to send an email. When I looked back at my computer, I saw that I had sent the wrong email to my boss and wrote: I love you, I want to marry you.",https://github.com/sonnh7289/futurelove-images/blob/main/onggia-omgai.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/gaitre-onggia-2.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/onggia-gai-tre2.png?raw=true,0,0,0,0,0,Joyous blunder cost job
12,CN,"Knowing that she was about to become a grandmother, she rushed to her son's house, but went to the wrong house and slept with her son's neighbor.",https://github.com/sonnh7289/futurelove-images/blob/main/ngunhamnha.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/ngunhamnha-nu.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/ngunhamnha-nam.png?raw=true,60,1,1,2,1,Mistaken identity.
13,CN,"Knowing that they were going to have a grandchild, the grandparents sold their house in the city to live with their son, but only after selling the house did they realize that the two children had tricked them into buying that house of theirs.",https://github.com/sonnh7289/futurelove-images/blob/main/bagia-onggia-hai.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/baigia-1-haihuoc.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/onggia-1-haihuoc.png?raw=true,0,0,0,0,0,Betrayal of trust
14,CN,"When the son and his wife gave birth, the son's friend came to visit the newborn. Unexpectedly, the grandmother became acquainted and started dating this young man.",https://github.com/sonnh7289/futurelove-images/blob/main/screen-bagia.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/bagia-xinhgai.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/traitre-deptrai.png?raw=true,0,0,0,0,1,Joyful distraction
15,CN,He was shocked when his grandson belonged to his son and ex-girlfriend.,https://github.com/sonnh7289/futurelove-images/blob/main/vutoqua.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/gai-vuto1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/trai-ngamvuto1.png?raw=true,50,1,0,1,1,Grandson's parentage.
16,CN,"Visiting her newborn grandchild, her mother-in-law held her grandchild and was peed on her hand.",https://github.com/sonnh7289/futurelove-images/blob/main/deptrai-depgai.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/bagia1pro.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/onggia1pro.png?raw=true,0,0,0,0,1,Awkwardness and humor
17,CN,"She had not brushed her teeth for 3 years and heard her son announce that she was about to become a grandmother, she was so happy she kissed her husband on the lips and he died instantly because her mouth was too rotten.",https://github.com/sonnh7289/futurelove-images/blob/main/deptrai-bagiapro.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/bagia-vui.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/onggia-vui.png?raw=true,70,2,2,0,0,Tragic consequences
18,CN,"Seeing that the neighbor's grandparents were promoted to grandparents, the elderly couple decided to kidnap their grandchildren so that they could also be promoted to the same position as them.",https://github.com/sonnh7289/futurelove-images/blob/main/chetcuoipro.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/chetcuoi2.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/chetcuoi1.png?raw=true,60,1,0,0,0,Illegal and wrong
19,CN,"When she heard that her son was about to have a grandson, she was so happy that she forgot she was teaching. When I remembered, I had a class, but the principal called me to notify me of my dismissal.",https://github.com/sonnh7289/futurelove-images/blob/main/bagiavuivequa.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/bagiavuivequa-1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/bagiavuivequa-2.png?raw=true,0,0,0,0,0,Happiness comes at a price
20,CN,She was shocked when she heard that her son without a girlfriend announced that he was going to have a grandchild.,https://github.com/sonnh7289/futurelove-images/blob/main/haicuba.jpg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/haicuba-2.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/haicuba-1.png?raw=true,40,4,0,1,1,Mother's shock
21,CN,She was shocked when her son got her boyfriend's daughter pregnant.,https://github.com/sonnh7289/futurelove-images/blob/main/danchuvietnam.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/rathanhphuc-gia-nu.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/rathanhphuc-gia-nam.png?raw=true,30,1,1,0,1,Inappropriate relationship
22,CN,An old couple fought with a split forehead just because they wanted their daughter-in-law to have a daughter.,https://github.com/sonnh7289/futurelove-images/blob/main/shadi-vaidai.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/bagia-vui-1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/onggia-vui-1.png?raw=true,0,0,0,0,1,Family violence
23,CN,"Hearing the news that their son was about to become a grandparent, the two happily went to show it to everyone in the village, but when they returned home, they remembered that their lover was also a boy, how did they have children?",https://github.com/sonnh7289/futurelove-images/blob/main/sau-mui.jpg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/sau-mui-2.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/sau-mui-1.png?raw=true,30,1,0,1,0,Mystery unsolved
24,CN,"When he heard that he was going to have a grandchild, he was so happy that he laughed day and night, sending his children to a mental hospital.",https://github.com/sonnh7289/futurelove-images/blob/main/saumuipro.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/saumuipro-2.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/saumuipro-1.png?raw=true,60,1,0,0,1,Uncertain future.
25,CN,"Hearing from the neighbors that he was about to become a grandfather, he was very happy to jump around, but his grandfather has been dead for 70 years and no one has ever had a grandchild.",https://github.com/sonnh7289/futurelove-images/blob/main/gaidep-body.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/gaidep-body-1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/gaidep-body-2.png?raw=true,0,0,0,0,0,Mistaken joy
