id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
15,HP,The girl was surprised when she received a proposal from her boyfriend in a crowded place,https://i.ibb.co/7nwFR02/portrait-smiling-korean-couple-gray-studio-155003-17238.webp,https://i.ibb.co/ZXXwNQW/toolxox-com-split-image-19.png,https://i.ibb.co/hDhVJfm/toolxox-com-split-image-18.png,30,1,1,0,1,A Surprise Proposal in the Crowd
16,HP,"The girl feels that she is very lucky to have an ugly husband, not afraid that her husband will go with her.",https://raw.githubusercontent.com/spiderdassness/anh_raw/main/love.jpg,https://i.ibb.co/8ggCxQR/t-i-xu-ng.png,https://i.ibb.co/1KdJYf2/toolxox-com-split-image-35.png,27,1,1,1,1,True Love Beyond Looks
17,HP,"After 2 years of love, they decided to go home together.",https://raw.githubusercontent.com/spiderdassness/anh_raw/main/wedding.jpg,https://raw.githubusercontent.com/spiderdassness/anh_raw/main/weddingu.jpg,https://raw.githubusercontent.com/spiderdassness/anh_raw/main/weddingn.jpg,50,1,1,2,1,"Two Years of Love, One Journey Home"
18,HP,You will feel happy when traveling with the person you love together.,https://i.ibb.co/PspdCwh/medium-shot-partners-walking-together-23-2148976594.webp,https://i.ibb.co/TgS9ghx/toolxox-com-split-image-21.png,https://i.ibb.co/S39DK2b/toolxox-com-split-image-20.png,27,1,1,0,1,Love's Destination: Joyful Traveling
19,HP,"Every day after work, the girl is picked up by her boyfriend.",https://raw.githubusercontent.com/spiderdassness/anh_raw/main/hp.jpg,https://raw.githubusercontent.com/spiderdassness/anh_raw/main/hp-nu.jpg,https://raw.githubusercontent.com/spiderdassness/anh_raw/main/hp-nam.jpg,25,3,3,2,0,Love's Daily Pickup
20,HP,"In the middle of the night, the girl's phone suddenly rang, it turned out that her boyfriend called to wish her good night.",https://img.upanh.tv/2023/08/23/Hanh-phuc-9.jpg,https://img.upanh.tv/2023/08/23/Hanh-phuc-9-nu.jpg,https://img.upanh.tv/2023/08/23/Hanh-phuc-9-nam.jpg,27,1,0,1,1,Midnight Goodnight Call
21,HP,"The young man was at work, learned that he had won the lottery, and had to stop working to receive the prize.",https://i.ibb.co/sH9KN7N/52680653-home-people-moving-finances-and-real-estate-concept-happy-couple-of-man-and-woman-sitting-o.jpg,https://i.ibb.co/0JP9xnP/toolxox-com-split-image-14.png,https://i.ibb.co/V013znZ/toolxox-com-split-image-15.png,50,1,0,1,0,A Life-Changing Announcement at Work
22,HP,The girl was given a watch by her boyfriend on her 20th birthday.,https://i.ibb.co/gSyy6hN/happy-asian-couple-studio-1150-15930.webp,https://i.ibb.co/2KpR7tf/toolxox-com-split-image-22.png,https://i.ibb.co/3rtJCmL/toolxox-com-split-image-23.png,20,0,0,0,0,The Gift of Time: 20th Birthday Watch
23,HP,"The girl was surprised to see another girl besides her lover, she was very happy because she had a reason to break up with this boyfriend, to start a relationship with someone else.",https://i.ibb.co/ZfwTRNS/portrait-smiling-young-asian-couple-171337-11289.webp,https://i.ibb.co/kyPnzw4/toolxox-com-split-image-24.png,https://i.ibb.co/vmM3hVN/toolxox-com-split-image-25.png,27,1,1,1,0,The Gift of Clarity: Love's Crossroads
24,HP,"The girl who was abandoned by her ex-boyfriend for a very bad reason, accidentally saw that the beauty of her current ex-girlfriend was even worse than her.",https://i.ibb.co/QcTBB24/360-F-444038070-26h-Svmf-J2-PGyy-Kc-Bl-EIDSv-Z6-RBm3-Am-GP.png,https://i.ibb.co/4JMf6nZ/toolxox-com-split-image-19.png,https://i.ibb.co/hLkZKGJ/toolxox-com-split-image-16.png,27,1,1,1,1,Lessons in Love and Beauty
25,HP,The girl wearing a new dress entered the company and everyone complimented her that she was prettier than yesterday.,https://photo-cms-tpo.epicdn.me/w890/Uploaded/2023/ymnjs/2016_05_16/trumpvo_MWEI.jpg,https://i.ibb.co/ZSgBbLF/toolxox-com-split-image-37.png,https://i.ibb.co/5FL5r4N/toolxox-com-split-image-36.png,35,0,1,1,1,"A New Dress, a New Radiance"
