id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
11,CT,"He and I broke up because his mother said I'm not tall enough, which would affect their children's future. I'm 1m60, and he's 1m58.",https://github.com/sonnh7289/futurelove-images/blob/main/truongsinhpro.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/truongsinhpro-2.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/truongsinhpro-1.png?raw=true,30,4,4,2,1,Incompatibility and loss
12,CT,The husband broke up with his wife because of a game that won him one billion.,https://github.com/sonnh7289/futurelove-images/blob/main/nhucdau-chiatay.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/nhucdau-chiatay-2.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/nhucdau-chiatay1.png?raw=true,40,1,1,2,1,Greed and betrayal.
13,CT,"Break up because you save your lover's phone number as ""lion lady"".",https://github.com/sonnh7289/futurelove-images/blob/main/sayruou-danhnhau.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/sayruou-danhnhau2.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/sayruou-danhnhau1.png?raw=true,40,,1,1,1,Wrong ID name
14,CT,They broke up because their boyfriend was too poor. She was taken care of by a rich man.,https://github.com/sonnh7289/futurelove-images/blob/main/danhnhau-chiatay.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/danhnhau-chiatay1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/danhnhau-chiatay2.png?raw=true,40,4,0,1,0,Materialism and greed.
15,CT,Break up because your boyfriend won too much lottery and can't spend it all.,https://github.com/sonnh7289/futurelove-images/blob/main/vochong-danhnhau.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/vochong-danhnhau2.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/vochong-danhnhau1.png?raw=true,35,1,0,1,1,Selfish and materialistic
16,CT,"They decided to separate because After getting married, the couple lived happily for 60 years.",https://github.com/sonnh7289/futurelove-images/blob/main/manu-pro.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/manu-pro1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/manu-pro2.png?raw=true,60,2,2,0,0,Happily ever after?
17,CT,"At the age of 60, the husband had an affair with a 35-year-old woman, despite the opposition from his wife and children.",https://github.com/sonnh7289/futurelove-images/blob/main/manuprohehe.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/manuprohehe2.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/manuprohehe1.png?raw=true,60,2,2,2,1,Midlife crisis
18,CT,the wife demanded a breakup to go back to her ex-boyfriend because he became a billionaire.,https://github.com/sonnh7289/futurelove-images/blob/main/panic-tinhyeu.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/panic-tinhyeu1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/panic-tinhyeu2.png?raw=true,35,5,5,1,0,Unbelivable Decision
19,CT,The rich boy suddenly became poor because he was going with someone else and was caught by his girlfriend,https://github.com/sonnh7289/futurelove-images/blob/main/porn-sixteen.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/porn-sixteen1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/porn-sixteen2.png?raw=true,30,1,1,2,1,Cheating Repercussions
20,CT,"At the age of 70, the husband discovered he was infertile and requested a divorce because the wife had four children with someone else.",https://github.com/sonnh7289/futurelove-images/blob/main/caiva-khokhan.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/caiva-khokhan-1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/caiva-khokhan-2.png?raw=true,30,1,1,1,0,Guilty Wife
21,CT,He was so shocked when he heard that he was dumped by his girlfriend for not shaving for a month,https://github.com/sonnh7289/futurelove-images/blob/main/cainhau_trengiuong.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/cainhau_trengiuong1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/cainhau_trengiuong2.png?raw=true,40,1,0,1,0,Breakup Reason?
22,CT,"Every time he went out, the boyfriend mentioned his ex-lover, and the girl broke up definitively.",https://github.com/sonnh7289/futurelove-images/blob/main/cai-nhaupro.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/cai-nhaupro1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/cai-nhaupro2.png?raw=true,35,3,3,1,0,Disrespect
23,CT,"Every time he went to eat, the boyfriend was not attentive, only focused on eating full, his girlfriend blocked and didn't have it after that.",https://github.com/sonnh7289/futurelove-images/blob/main/rutchanmoikho.jpeg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/rutchanmoikho2.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/rutchanmoikho1.png?raw=true,30,1,1,2,1,bad habbit led to breakup
24,CT,"The guy is confident in his talent for flirting, saying goodbye to his girlfriend, since that breakup, he hasn't flirted with any girls.",https://github.com/sonnh7289/futurelove-images/blob/main/manupro.jpg?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/manupro1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/manupro2.png?raw=true,27,1,1,2,0,Loss Confidence
25,CT,"When his birthday was coming up, he saw his girlfriend asking for money, thinking she bought him a gift, who thought she would buy a gift for that guy's brother.",https://github.com/sonnh7289/futurelove-images/blob/main/manu-tancong-nguoi.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/manu-tancong-nguoi1.png?raw=true,https://github.com/sonnh7289/futurelove-images/blob/main/manu-tancong-nguoi2.png?raw=true,27,1,1,1,0,Disappointment and Heartbreak
