id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
12,GN,"The girl and her sister-in-law went to catch her husband's mistress, who expected that lover to be her boyfriend's sister",https://raw.githubusercontent.com/test2003ondev/my_library/main/Screenshot%202023-09-25%20152259.png,https://raw.githubusercontent.com/test2003ondev/my_library/main/toolxox-com-split-image%20(26).png,https://raw.githubusercontent.com/test2003ondev/my_library/main/toolxox-com-split-image%20(25).png,30,1,1,1,1,Shocking Revelation
13,GN,"She just broke up with her lover, mourned and cried, went out to meet a technology taxi driver and took him home.",https://raw.githubusercontent.com/spiderdassness/anh_raw/main/DT.png,https://raw.githubusercontent.com/test2003ondev/my_library/main/toolxox-com-split-image%20(28).png,https://raw.githubusercontent.com/test2003ondev/my_library/main/toolxox-com-split-image%20(27).png,30,2,2,1,1,Taxi Driver Who Healed Her Heart
14,GN,"The girl fell on the road and was helped by a man, she was imagining that man would be her true destiny, who would have thought that man had 5 wives?",https://i.ibb.co/xFVJCj0/78864471-l-uomo-aiuta-la-donna-con-ginocchio-ferito-all-attivit-sportiva.jpg,https://i.ibb.co/kMx8nj7/toolxox-com-split-image-2.png,https://i.ibb.co/7ypM2nF/toolxox-com-split-image-3.png,50,0,1,5,0,The Man With Five Wives
15,GN,"It suddenly rained, the guy Accidentally gave the girl a hitchhiking and the car blew a tire.",https://i.ibb.co/7YZFVbZ/woman-mechanic-checking-spare-wheel-near-car-359031-16784.webp,https://i.ibb.co/Gn1q9Dz/toolxox-com-split-image-5.png,https://i.ibb.co/9h6PpXq/toolxox-com-split-image-4.png,27,2,2,2,1,Rainy Day Romance
16,GN,They got to know each other through the matchmaking of friends.,https://i.ibb.co/njGjKvT/240-F-619532934-A3-T6-K5zx1h-Now-Yt99f-UGFLVn-Twjadpi8.jpg,https://i.ibb.co/DbPXcrS/toolxox-com-split-image-9.png,https://i.ibb.co/c64BsXb/toolxox-com-split-image-8.png,35,1,1,2,1,Friendship That Blossomed into Love
17,GN,"That year, they met each other during Christmas",https://i.ibb.co/sKwVSN7/240-F-644785040-m-Y3-PJn-QAi-YUv-Ky-OUk2-KM8-IHNk-Tj94m-C0.jpg,https://i.ibb.co/PWVn9dS/toolxox-com-split-image-11.png,https://i.ibb.co/d0qVXkh/toolxox-com-split-image-10.png,35,4,4,2,1,Unwanted Bride
18,GN,"At his brother's wedding, he saw a pretty girl forced to marry him",https://raw.githubusercontent.com/spiderdassness/anh_raw/main/Son.jpg,https://raw.githubusercontent.com/test2003ondev/my_library/main/toolxox-com-split-image%20(29).png,https://raw.githubusercontent.com/test2003ondev/my_library/main/toolxox-com-split-image%20(30).png,28,4,4,1,0,Wedding Day Deception
19,GN,"On her 23rd birthday, she met someone who always cared, cared for and loved her younger sister.",https://i.ibb.co/9wtnSN3/360-F-641519318-FBkuvt7cxz8rs8gkv-CRDa0-Ik-At-M8-Yxz-F.webp,https://i.ibb.co/HXF4QJx/toolxox-com-split-image-15.png,https://i.ibb.co/Qk61DMF/toolxox-com-split-image-14.png,23,0,1,2,1,Sister's Guardian Angel
20,GN,The girl met the boy in the slum when her family kicked her out of the house because she was 40 and still had no boyfriend.,https://i.ibb.co/MpXB2RJ/medium-shot-couple-sitting-together-23-2149242565.webp,https://i.ibb.co/rwNcsM1/toolxox-com-split-image-71.png,https://i.ibb.co/9ysbnJw/toolxox-com-split-image-70.png,40,0,4,0,1,The Slum Girl and the Boy
21,GN,"The boy saw the pretty girl in front of her, walked around, and flirted with her, only to know that it was his mother and was dragged home by her mother's ear.",https://i.ibb.co/RjH8XdZ/cheerful-heterosexual-couple-drinking-coffee-329181-17250.jpg,https://i.ibb.co/Yk9THK5/toolxox-com-split-image-72.png,https://i.ibb.co/y6RLWVV/toolxox-com-split-image-73.png,50,2,2,2,0,Mother He Didn't Recognize
22,GN,"The dating app created the first meeting between the couple and did not happen after that because both were too virtual, editing photos too violently.",https://img.upanh.tv/2023/08/23/Gp-nhau-3.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-3-nu.jpg,https://img.upanh.tv/2023/08/23/Gp-nhau-3-nam.jpg,25,2,2,0,1,Virtual Relationship
23,GN,"The girl registered to participate in the dating program, was paired with her ex-boyfriend by the organizers.",https://i.ibb.co/Pjc4gS5/360-F-530086905-N2-U5l1-Qp-SSMb-Kf-HSR5-Hir-QEv-H88-HEo5-F.webp,https://i.ibb.co/XCQZLxB/toolxox-com-split-image-13.png,https://i.ibb.co/0rsP9Pn/toolxox-com-split-image-12.png,30,1,1,2,1,Reunited with an Ex
24,GN,The girl was beaten on the first date because she didn't look like the picture on the internet,https://i.ibb.co/q1tCkYx/istockphoto-882215740-612x612.jpg,https://i.ibb.co/Fgg95ST/toolxox-com-split-image-3.png,https://i.ibb.co/8MF3x3t/toolxox-com-split-image-2.png,25,2,2,2,1,When Looks Matter Too Much
25,GN,"The guy who rented the room dropped the key standing in front of the inn, misunderstood by the girl as a thief to call the police, and he was taken to the police station.",https://i.ibb.co/5hzWGcB/Screenshot-2023-09-27-195912.png,https://i.ibb.co/VmD0Ym3/toolxox-com-split-image-6.png,https://i.ibb.co/vXB3CG5/toolxox-com-split-image-7.png,30,3,0,0,0,unlucky guy
