id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
11,SC,"Divorced for 5 years, the husband meets his wife again and discovers that she has a 5-year-old child",https://raw.githubusercontent.com/spiderdassness/anh_raw/6b84a1b70ce70f858639f22d20cb0705f499a98f/couples.jpeg,https://raw.githubusercontent.com/spiderdassness/anh_raw/6b84a1b70ce70f858639f22d20cb0705f499a98f/couples_n.jpg,https://raw.githubusercontent.com/spiderdassness/anh_raw/6b84a1b70ce70f858639f22d20cb0705f499a98f/couples_a.jpg,35,1,1,2,0,Parental deception
12,SC,"Once, the wife found out that her only child was swapped with her best friend",https://img.upanh.tv/2023/08/24/Con-dau-long-9.jpg,https://img.upanh.tv/2023/08/24/Con-dau-long-9-2.jpg,https://img.upanh.tv/2023/08/24/Con-dau-long-9-1.jpg,35,NULL,1,0,1,Childhood identity theft
13,SC,The girl discovered that the neighbor's only child had many similarities with her husband,https://raw.githubusercontent.com/spiderdassness/anh_raw/120e511ad2862588b90ea9cf3182e4e901dd2997/parents.jpg,https://raw.githubusercontent.com/spiderdassness/anh_raw/120e511ad2862588b90ea9cf3182e4e901dd2997/parents_n.jpg,https://raw.githubusercontent.com/spiderdassness/anh_raw/120e511ad2862588b90ea9cf3182e4e901dd2997/parents_a.jpg,45,1,1,2,0,Genetics reveal shocking truth
14,SC,"The wife received a huge fortune from her husband's family when she gave birth to her first child, a boy",https://raw.githubusercontent.com/spiderdassness/anh_raw/b93a5e8b77197ec64783198acbbe27be6d88978c/Gally.jpg,https://raw.githubusercontent.com/spiderdassness/anh_raw/b93a5e8b77197ec64783198acbbe27be6d88978c/Gally_n.jpg,https://raw.githubusercontent.com/spiderdassness/anh_raw/b93a5e8b77197ec64783198acbbe27be6d88978c/Gally_a.jpg,35,1,1,1,1,Inheritance dispute
15,SC,"The first child was born and thrown away, growing up now accidentally works at the mother's company",https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-15.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-15-1%20(1).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-15-1%20(2).png,30,NULL,1,0,0,Chance encounter leads to love
16,SC,The newly born and abandoned child is now the lover of her current biological daughter,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-16.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-16-1%20(2).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-16-1%20(1).png,28,1,1,0,1,Family secrets come to light
17,SC,My only child fell in love with the enemy's daughter,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-17.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-17-1%20(2).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-17-1%20(1).png,30,1,1,0,1,Love across enemy lines
18,SC,The eldest son is rich and the second son is poor,https://raw.githubusercontent.com/spiderdassness/anh_raw/9d0e6772631e4e8145462f2cd9b72854f29d24f2/rich.jpg,https://raw.githubusercontent.com/spiderdassness/anh_raw/9d0e6772631e4e8145462f2cd9b72854f29d24f2/rich_nu.jpg,https://raw.githubusercontent.com/spiderdassness/anh_raw/9d0e6772631e4e8145462f2cd9b72854f29d24f2/rich_man.jpg,35,2,2,2,1,Sibling rivalry
19,SC,The wife found out that her husband was having an affair with her stepchild.,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-19.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-19-1%20(2).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-19-1%20(1).png,60,1,1,0,0,In-law drama
20,SC,The eldest son found out that his father molested his daughter-in-law,https://raw.githubusercontent.com/Thang1911/Save_Image/main/fix%20data%20-%202/6.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/fix%20data%20-%202/6%20(1).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/fix%20data%20-%202/6%20(2).png,55,1,NULL,1,1,Child sexual abuse
21,SC,"Because she was poor, she abandoned her first child but was picked up and raised by her best friend",https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-21.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-21-1%20(2).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-21-1%20(1).png,35,NULL,1,0,0,Abandoned child adopted by best friend.
22,SC,"At the age of 16, the girl gave birth to a child. Her mother decided to adopt her grandchild as a daughter",https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-22.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-22-1%20(1).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-22-1%20(2).png,35,NULL,1,1,0,Teen mom's mother adopts grandchild.
23,SC,The husband discovered that the first child was the wife's child with the housekeeper,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-23.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-23-1%20(2).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-23-1%20(1).png,30,1,0,0,0,Husband discovers wife's infidelity.
24,SC,The father is shocked to see that his son is a math prodigy.,https://raw.githubusercontent.com/Thang1911/Save_Image/main/Fix%20Image%20(After)/2.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/Fix%20Image%20(After)/2%20(2).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/Fix%20Image%20(After)/2%20(1).png,40,1,0,0,0,Father shocked by son's math genius.
25,SC,Parents divorce just because the first child loves his mother more than his father.,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-25.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-25-1%20(2).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/13/13-25-1%20(1).png,38,3,3,1,1,Divorce due to child's favoritism.
