id,mask,thongtin,image,nu,nam,dotuoi,danam,danu,ngswap,vtrinam,tomLuocText
11,SC12,The mother always beat and scolded the eldest son because she thought he was the one who killed the son,https://raw.githubusercontent.com/Thang1911/Save_Image/main/Fix%20data/11.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/Fix%20data/11%20(1).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/Fix%20data/11%20(2).png,35,0,1,0,1,Mother's abuse
12,SC13,The mother was surprised when her ugly second child also got married.,https://img.upanh.tv/2023/08/24/sinh-con-th-2-5.jpg,https://img.upanh.tv/2023/08/24/sinh-con-th-2-5.1.png,https://img.upanh.tv/2023/08/24/sinh-con-th-2-5.2.png,30,1,1,0,0,Second child's marriage
13,SC14,She passed away after giving birth to her second child.,https://img.upanh.tv/2023/08/24/sinh-con-th-2-4.jpg,https://img.upanh.tv/2023/08/24/sinh-con-th-2-4.1.png,https://img.upanh.tv/2023/08/24/sinh-con-th-2-4.2.png,30,3,0,0,1,Family tragedy
14,SC15,"In order to marry into a rich family, the younger sister severed ties with her first twin sister",https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-14.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-14-1%20(2).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-14-1%20(1).png,35,0,3,0,1,Sisters' estrangement
15,SC16,The whole family had to go to the street to live because of the gambling debt.,https://raw.githubusercontent.com/Thang1911/Save_Image/main/Fix%20data/8.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/Fix%20data/8%20(1).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/Fix%20data/8%20(2).png,35,1,0,0,1,Gambling debt
16,SC17,"The second daughter married a poor man, making the eldest sister jealous because she was loved by her husband.",https://raw.githubusercontent.com/spiderdassness/anh_raw/79012573a0445eb52aac5921af2d8c92e200bf54/Happy.png,https://raw.githubusercontent.com/spiderdassness/anh_raw/79012573a0445eb52aac5921af2d8c92e200bf54/Happy_n.png,https://raw.githubusercontent.com/spiderdassness/anh_raw/79012573a0445eb52aac5921af2d8c92e200bf54/Happy_ma.png,30,1,1,2,0,Husband's gambling addiction
17,SC18,"Her husband's family promised her a big villa after she gave birth to her second baby, but when she gave birth to the baby, her husband's family became beggars because her husband played cards.",https://raw.githubusercontent.com/Thang1911/Save_Image/main/fix%20data%20-%202/3.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/fix%20data%20-%202/3%20(2).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/fix%20data%20-%202/3%20(1).png,30,0,1,0,0,Second daughter's marriage
18,SC19,"They went to the doctor and said their second baby would be a girl, they prepared clothes for a girl, but when the doctor took it out, it was a boy.",https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-18.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-18-1%20(2).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-18-1%20(1).png,30,0,1,0,0,Unwanted pregnancy
19,SC20,"She married early, she was only 20 years old and gave birth to a second child.",https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-19.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-19-1%20(1).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-19-1%20(2).png,20,0,2,1,1,Early marriage
20,SC21,"The boy was surprised to see his wife's small belly, after a natural stomachache she gave birth to the second princess of the family.",https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-20.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-20-1%20(2).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-20-1%20(1).png,35,1,1,0,0,Unexpected birth
21,SC22,The father was shocked to see his son say Hello old man when he was only 5 months old.,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-21.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-21-1%20(2).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-21-1%20(1).png,35,4,0,1,0,Early speech development
22,SC23,"The girl was pregnant with the second child, she was in labor pain and was on the operating table for 2 minutes, she gave birth to a healthy baby.",https://raw.githubusercontent.com/Thang1911/Save_Image/main/Fix%20Image%20(After)/8.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/Fix%20Image%20(After)/8%20(1).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/Fix%20Image%20(After)/8%20(2).png,30,0,2,0,1,Quick labor and delivery
23,SC24,He has been bald since his wife gave birth to their second child because during labor his wife grabbed his hair.,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-23.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-23-1%20(1).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-23-1%20(2).png,35,2,0,1,0,Baldness from childbirth
24,SC25,"The husband came home to find his wife had a stomachache. Ask your wife if she's okay. The wife said she was giving birth to a second child. The husband was shocked because his first child was only three months old. His wife laughed and joked, just ate a lot.",https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-24.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-24-1%20(1).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-24-1%20(2).png,30,0,1,0,1,Unexpected second pregnancy
25,SC26,"The girl was shocked when her second child was born a girl because before going to the doctor, she told her to give birth to a boy.",https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-25.jpg,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-25-1%20(1).png,https://raw.githubusercontent.com/Thang1911/Save_Image/main/14/14-25-1%20(2).png,30,0,2,1,0,Gender disappointment
